"1","Laptop","lapotp-vector.jpg"
"2","PC Desktop","pc-vector.jpg"
"3","Kabel Converter","connector_icon1.jpg"
"4","LCD Proyektor","proyektor-vektor1.jpg"
"5","Harddisk","harddisk2-vector1.jpg"
"6","Flashdisk","flash-vector1.jpg"
"7","Printer","printer-vector1.jpg"
"8","Toolkit","tools_kit-vector.jpg"
